context,question,golden_answer,our_answer_without_context,our_answer_with_context,entropy_without_context,entropy_with_context,clean_entropy_without_context,clean_entropy_with_context,token_sar_without_context,token_sar_with_context,cotype_is_correct_without_context,cotype_is_correct_with_context,chatgpt_is_correct_without_context,chatgpt_is_correct_with_context,is_lack_of_info_without_context,is_lack_of_info_with_context
"Pacific Rim Uprising Theatrical release poster Directed by Steven S. DeKnight Produced by John Boyega Cale Boyter Guillermo del Toro Jon Jashni Femi Oguns Mary Parent Thomas Tull Screenplay by Emily Carmichael Kira Snyder Steven S. DeKnight T.S. Nowlin Story by Steven S. DeKnight T.S. Nowlin Based on Characters by Travis Beacham Starring John Boyega Scott Eastwood Jing Tian Cailee Spaeny Rinko Kikuchi Burn Gorman Adria Arjona Zhang Jin Charlie Day Music by Lorne Balfe Cinematography Dan Mindel Edited by Dylan Highsmith Zach Staenberg Production company Legendary Pictures DDY Distributed by Universal Pictures Release date March 15 , 2018 ( 2018 - 03 - 15 ) ( Vue West End ) March 23 , 2018 ( 2018 - 03 - 23 ) ( United States ) Running time 111 minutes Country United States Language English Budget $150 -- 176 million Box office $281.4 million",when is pacific rim up rising coming out,"March 23 , 2018","I couldn't find any information on a movie titled ""Pacific Rim Up Rising"".","The theatrical release date of Pacific Rim: Uprising is March 15, 2018.",0.6262,0.3508,0.5992,0.2082,0.2577,0.1466,0.0,0.5,0.0,0.0,1,0
"The Chronicles of Narnia The Chronicles of Narnia boxed set ( in publication order ) The Lion , the Witch and the Wardrobe ( 1950 ) Prince Caspian ( 1951 ) The Voyage of the Dawn Treader ( 1952 ) The Silver Chair ( 1953 ) The Horse and His Boy ( 1954 ) The Magician 's Nephew ( 1955 ) The Last Battle ( 1956 ) Author C.S. Lewis Illustrator Pauline Baynes Country United Kingdom Language English Genre Fantasy Children 's literature Publisher HarperCollins Published 16 October 1950 -- 4 September 1956 Media type Print ( hardcover and paperback )",what comes after voyage of the dawn treader,The Silver Chair,"The Chronicles of Narnia series by C.S. Lewis consists of seven books. 

Here is the correct order of the series:

1. The Lion, the Witch and the Wardrobe
2. Prince Caspian
3. The Voyage of the Dawn Treader
4. The Silver Chair
5. The Horse and His Boy
6. The Magician's Nephew
7. The Last Battle",The Silver Chair.,0.3108,0.8203,0.2925,0.8783,0.1327,0.3549,0.0,1.0,0.5,1.0,0,0
"Binomial nomenclature ( `` two - term naming system '' ) also called binominal nomenclature ( `` two - name naming system '' ) or binary nomenclature , is a formal system of naming species of living things by giving each a name composed of two parts , both of which use Latin grammatical forms , although they can be based on words from other languages . Such a name is called a binomial name ( which may be shortened to just `` binomial '' ) , a binomen , binominal name or a scientific name ; more informally it is also called a Latin name . The first part of the name identifies the genus to which the species belongs ; the second part -- the specific name or specific epithet -- identifies the species within the genus . For example , humans belong to the genus Homo and within this genus to the species Homo sapiens . Tyrannosaurus rex is probably the most widely known binomial . The formal introduction of this system of naming species is credited to Carl Linnaeus , effectively beginning with his work Species Plantarum in 1753 . But Gaspard Bauhin , in as early as 1623 , had introduced in his book Pinax theatri botanici ( English , Illustrated exposition of plants ) many names of genera that were later adopted by Linnaeus .",write the name of father of binomial nomenclature,Carl Linnaeus,Carolus Linnaeus,Carl Linnaeus,0.2246,0.2212,0.2246,0.2212,0.106,0.0439,1.0,1.0,1.0,1.0,0,0
"The eaves are the edges of the roof which overhang the face of a wall and , normally , project beyond the side of a building . The eaves form an overhang to throw water clear of the walls and may be highly decorated as part of an architectural style ; such as the Chinese dougong bracket systems .",what is the name of the overhanging edges of a roof,eaves,Eaves,Eaves,0.8149,0.4326,0.3253,0.3386,0.4551,0.0917,1.0,1.0,1.0,1.0,0,0
"The Armistice of 11 November 1918 was the armistice that ended fighting on land , sea and air in World War I between the Allies and their last opponent , Germany . Previous armistices had eliminated Bulgaria , the Ottoman Empire and the Austro - Hungarian Empire . Also known as the Armistice of Compiègne from the place where it was signed , it came into force at 11 a.m. Paris time on 11 November 1918 ( `` the eleventh hour of the eleventh day of the eleventh month '' ) and marked a victory for the Allies and a complete defeat for Germany , although not formally a surrender .",date of the armistice that ended world war i,11 November 1918,11 November 1918,11 November 1918,0.3017,0.2709,0.3017,0.2709,0.1246,0.0917,1.0,1.0,1.0,1.0,0,0
"New Jersey Devils 2018 -- 19 New Jersey Devils season Conference Eastern Division Metropolitan Founded History Kansas City Scouts 1974 -- 1976 Colorado Rockies 1976 -- 1982 New Jersey Devils 1982 -- present Home arena Prudential Center City Newark , New Jersey Colors Red , black , white Media MSG Plus MSG 2 MSG CBS 2 WFAN ( 66 AM ) and 101.9 FM ) Bloomberg Radio ( 1130 AM ) Owner ( s ) New Jersey Devils , LLC ( Josh Harris , governor ) General manager Ray Shero Head coach John Hynes Captain Andy Greene Minor league affiliates Binghamton Devils ( AHL ) Adirondack Thunder ( ECHL ) Stanley Cups 3 ( 1994 -- 95 , 1999 -- 00 , 2002 -- 03 ) Conference championships 5 ( 1994 -- 95 , 1999 -- 00 , 2000 -- 01 , 2002 -- 03 , 2011 -- 12 ) Presidents ' Trophy 0 Division championships 9 ( 1996 -- 97 , 1997 -- 98 , 1998 -- 99 , 2000 -- 01 , 2002 -- 03 , 2005 -- 06 , 2006 -- 07 , 2008 -- 09 , 2009 -- 10 ) Official website nhl.com/devils",when did new jersey devils win the stanley cups,"1994 -- 95 , 1999 -- 00 , 2002 -- 03","The New Jersey Devils have won the Stanley Cup once, in 1995.","The New Jersey Devils won the Stanley Cup in 1995, 2000, and 2003.",0.409,0.279,0.1865,0.2051,0.0866,0.1286,0.5,1.0,0.0,1.0,0,0
"A ureteral stent , sometimes as well called ureteric stent , is a thin tube inserted into the ureter to prevent or treat obstruction of the urine flow from the kidney . The length of the stents used in adult patients varies between 24 and 30 cm . Additionally , stents come in differing diameters or gauges , to fit different size ureters . The stent is usually inserted with the aid of a cystoscope . One or both ends of the stent may be coiled to prevent it from moving out of place ; this is called a JJ stent , double J stent or pig - tail stent .",where is a stent inserted for kidney stones,the ureter,A stent is not typically inserted for kidney stones.,The stent is inserted into the ureter.,0.6866,0.6884,0.5925,0.2894,0.4374,0.2962,0.0,1.0,0.0,1.0,0,0
"2017 Women 's Hockey Asia Cup Tournament details Host country Japan City Kakamigahara , Gifu Dates 28 October -- 5 November Teams 8 Venue ( s ) 1 ( in 1 host city ) Top three teams Champions India ( 2nd title ) Runner - up China Third place South Korea Tournament statistics Matches played 24 Goals scored 134 ( 5.58 per match ) Top scorer ( s ) Zhong Jiaqi ( 11 goals ) ← 2013 ( previous ) ( next ) 2021 →",who won the 2017 womens hockey asia cup held in the month of october-november 2017 in japan,India,I cannot verify who won the 2017 Women's Hockey Asia Cup held in Japan.,China.,0.6727,1.1051,0.6208,0.7744,0.6178,0.9132,0.0,0.0,0.0,0.0,0,"I’m sorry, but your input was quite broad. Could you please clarify or provide more specific details or questions about China that you would like information on? This could include topics like culture, economy, politics, history, etc."
"The Constitutional Convention ( also known as the Philadelphia Convention , the Federal Convention , or the Grand Convention at Philadelphia ) took place from May 25 to September 17 , 1787 , in Philadelphia , Pennsylvania . Although the Convention was intended to revise the Articles of Confederation , the intention from the outset of many of its proponents , chief among them James Madison and Alexander Hamilton , was to create a new government rather than fix the existing one . The delegates elected George Washington to preside over the Convention . The result of the Convention was the creation of the United States Constitution , placing the Convention among the most significant events in the history of the United States .",who was the president of the constitutional convention,George Washington,George Washington was the president of the Constitutional Convention in 1787.,George Washington,0.3837,0.5412,0.3788,0.5412,0.122,0.0852,1.0,1.0,1.0,1.0,0,0
"The Cold War was a state of geopolitical tension after World War II between powers in the Eastern Bloc ( the Soviet Union and its satellite states ) and powers in the Western Bloc ( the United States , its NATO allies and others ) . Historians do not fully agree on the dates , but a common timeframe is the period between 1947 , the year the Truman Doctrine , a U.S. foreign policy pledging to aid nations threatened by Soviet expansionism , was announced , and either 1989 , when communism fell in Eastern Europe , or 1991 , when the Soviet Union collapsed . The term `` cold '' is used because there was no large - scale fighting directly between the two sides , but they each supported major regional wars known as proxy wars .",who were the two opposing sides in the cold war,"the Eastern Bloc ( the Soviet Union and its satellite states ) and powers in the Western Bloc ( the United States , its NATO allies and others )","The two main opposing sides in the Cold War were:

1. The Western Bloc (also known as the United States and its allies):
   - The United States
   - NATO (North Atlantic Treaty Organization)
   - Western European countries (such as the United Kingdom, France, and Germany)

2. The Eastern Bloc (also known as the Soviet Union and its allies):
   - The Soviet Union
   - Eastern European communist states (such as Poland, Czechoslovakia, and East Germany","The two opposing sides in the Cold War were:

1. The Eastern Bloc (the Soviet Union and its satellite states)
2. The Western Bloc (the United States, its NATO allies, and others)",0.3431,0.1037,0.3851,0.0669,0.1601,0.0265,1.0,1.0,1.0,1.0,0,0
Athletics 800 metres 800 metres final in Daegu 2011 . Men 's records World David Rudisha 1 : 40.91 ( 2012 ) Olympic David Rudisha 1 : 40.91 ( 2012 ) Women 's records World Jarmila Kratochvílová 1 : 53.28 ( 1983 ) Olympic Nadezhda Olizarenko 1 : 53.43 ( 1980 ),who holds the women's 800m world record,Jarmila Kratochvílová,"The women's 800m world record is held by Jarmila Kratochvílová of Czechoslovakia, with a time of 1:51.37 minutes, set on July 26, 1983.",Jarmila Kratochvílová,0.5232,0.1942,0.4414,0.1942,0.199,0.0145,1.0,1.0,1.0,1.0,0,0
"Bloom 's taxonomy is a set of three hierarchical models used to classify educational learning objectives into levels of complexity and specificity . The three lists cover the learning objectives in cognitive , affective and sensory domains . The cognitive domain list has been the primary focus of most traditional education and is frequently used to structure curriculum learning objectives , assessments and activities .",bloom’s taxonomy is a hierarchy of critical thinking skills represented as a,educational learning objectives,a pyramid.,That's correct.,1.6241,0.8987,0.5756,0.4881,0.7107,0.3379,0.5,0.0,0.0,0.0,"A pyramid is a structure with a polygonal base and triangular faces that converge to a single point at the top. Pyramids are most famously associated with ancient Egypt, where they were used as monumental tombs for pharaohs, most notably the Great Pyramid of Giza. However, pyramids have also been built by various cultures around the world, including the Maya and Aztecs in Central America. The design of pyramids allows them to be incredibly stable structures, which is why many have survived for thousands of years.",Understood.
"United States Constitution Page one of the original copy of the Constitution Created September 17 , 1787 Ratified June 21 , 1788 Date effective March 4 , 1789 ; 228 years ago ( 1789 - 03 - 04 ) Location National Archives , Washington , D.C. Author ( s ) Philadelphia Convention Signatories 39 of the 55 delegates Purpose To replace the Articles of Confederation ( 1777 )",when was the constitution of united states written,"September 17 , 1787",The United States Constitution was written in 1787.,"September 17, 1787",0.2452,0.184,0.178,0.1946,0.0291,0.0862,1.0,1.0,0.5,1.0,0,0
"Office of the Comptroller of the Currency Seal of the Office of the Comptroller of the Currency Logo of the Office of the Comptroller of the Currency Flag of the Comptroller of the Currency Agency overview Formed February 25 , 1863 Headquarters Washington , D.C. Employees 3,973 ( as of December 2016 ) Agency executive Joseph Otting , Comptroller Parent agency Department of the Treasury Website www.OCC.gov",where is the office of the comptroller of the currency located,"Washington , D.C.","The Office of the Comptroller of the Currency (OCC) is located in Washington, D.C.","The Office of the Comptroller of the Currency is located in Washington, D.C.",0.1393,0.1148,0.1362,0.0838,0.0301,0.0248,1.0,1.0,1.0,1.0,0,0
